time,cluster,ride,count
10.5,3,28,1
10.5,3,29,1
10.5,3,31,2
10.5,3,32,2
10.5,3,33,1
10.5,3,39,1
10.5,3,5,3
10.5,3,7,1
10.5,3,9,3
10.5,4,10,3
10.5,4,11,9
10.5,4,12,24
10.5,4,14,6
10.5,4,15,18
10.5,4,16,38
10.5,4,17,6
10.5,4,18,5
10.5,4,19,3
10.5,4,20,8
10.5,4,21,4
10.5,4,22,28
10.5,4,23,18
10.5,4,24,13
10.5,4,25,15
10.5,4,26,24
10.5,4,27,44
10.5,4,28,5
10.5,4,29,4
10.5,4,3,10
10.5,4,30,12
10.5,4,31,44
10.5,4,32,27
10.5,4,33,25
10.5,4,34,29
10.5,4,35,12
10.5,4,36,26
10.5,4,37,10
10.5,4,38,9
10.5,4,39,13
10.5,4,4,6
10.5,4,40,1
10.5,4,5,31
10.5,4,6,8
10.5,4,7,66
10.5,4,8,13
10.5,4,9,25
10.5,5,10,16
10.5,5,11,4
10.5,5,12,3
10.5,5,14,5
10.5,5,15,5
10.5,5,16,14
10.5,5,18,5
10.5,5,20,3
10.5,5,21,4
10.5,5,22,9
10.5,5,23,16
10.5,5,26,47
10.5,5,27,37
10.5,5,28,13
10.5,5,3,9
10.5,5,30,12
10.5,5,31,30
10.5,5,32,26
10.5,5,33,41
10.5,5,35,11
10.5,5,36,24
10.5,5,37,15
10.5,5,38,17
10.5,5,39,10
10.5,5,4,1
10.5,5,5,34
10.5,5,6,1
10.5,5,7,25
10.5,5,8,10
10.5,5,9,21
10.5,6,10,6
10.5,6,11,9
10.5,6,12,14
10.5,6,14,28
10.5,6,15,19
10.5,6,16,30
10.5,6,17,13
10.5,6,18,4
10.5,6,19,7
10.5,6,20,7
10.5,6,21,38
10.5,6,22,14
10.5,6,23,20
10.5,6,24,4
10.5,6,25,26
10.5,6,26,42
10.5,6,27,31
10.5,6,28,49
10.5,6,29,4
10.5,6,3,8
10.5,6,30,16
10.5,6,31,44
10.5,6,32,10
10.5,6,33,39
10.5,6,34,22
10.5,6,35,15
10.5,6,36,13
10.5,6,37,12
10.5,6,38,3
10.5,6,4,1
10.5,6,5,39
10.5,6,6,1
10.5,6,7,32
10.5,6,8,8
10.5,6,9,53
10.5,7,16,4
10.5,7,19,5
10.5,7,20,1
10.5,7,22,4
10.5,7,26,11
10.5,7,27,6
10.5,7,28,5
10.5,7,29,5
10.5,7,31,6
10.5,7,33,1
10.5,7,34,3
10.5,7,5,5
10.5,7,7,16
10.5,8,10,20
10.5,8,12,14
10.5,8,14,54
10.5,8,15,41
10.5,8,16,39
10.5,8,17,8
10.5,8,18,5
10.5,8,19,5
10.5,8,20,23
10.5,8,21,5
10.5,8,22,12
10.5,8,23,13
10.5,8,24,3
10.5,8,25,7
10.5,8,26,42
10.5,8,27,23
10.5,8,28,61
10.5,8,3,1
10.5,8,30,4
10.5,8,31,38
10.5,8,32,21
10.5,8,33,27
10.5,8,34,4
10.5,8,35,7
10.5,8,36,5
10.5,8,37,3
10.5,8,38,22
10.5,8,39,16
10.5,8,4,7
10.5,8,5,122
10.5,8,6,12
10.5,8,7,48
10.5,8,8,2
10.5,8,9,44
10.5,9,10,3
10.5,9,14,21
10.5,9,16,39
10.5,9,17,13
10.5,9,18,5
10.5,9,19,6
10.5,9,20,8
10.5,9,21,9
10.5,9,22,12
10.5,9,23,10
10.5,9,24,10
10.5,9,25,2
10.5,9,26,38
10.5,9,27,17
10.5,9,28,17
10.5,9,29,13
10.5,9,3,2
10.5,9,30,2
10.5,9,31,20
10.5,9,32,2
10.5,9,33,9
10.5,9,34,15
10.5,9,36,9
10.5,9,37,3
10.5,9,38,8
10.5,9,39,1
10.5,9,4,4
10.5,9,40,2
10.5,9,5,34
10.5,9,6,10
10.5,9,7,41
10.5,9,8,5
10.5,9,9,39
11.0,0,10,5
11.0,0,11,4
11.0,0,12,2
11.0,0,14,15
11.0,0,16,49
11.0,0,17,7
11.0,0,18,9
11.0,0,19,10
11.0,0,20,10
11.0,0,21,1
11.0,0,22,18
11.0,0,23,57
11.0,0,24,26
11.0,0,26,80
11.0,0,27,49
11.0,0,28,32
11.0,0,29,7
11.0,0,3,7
11.0,0,30,15
11.0,0,31,72
11.0,0,32,31
11.0,0,33,34
11.0,0,34,8
11.0,0,35,21
11.0,0,36,19
11.0,0,37,8
11.0,0,39,8
11.0,0,4,2
11.0,0,5,34
11.0,0,6,18
11.0,0,7,78
11.0,0,8,4
11.0,0,9,34
11.0,11,14,2
11.0,11,15,7
11.0,11,16,12
11.0,11,20,1
11.0,11,22,7
11.0,11,23,15
11.0,11,25,5
11.0,11,26,1
11.0,11,27,1
11.0,11,28,1
11.0,11,29,1
11.0,11,31,12
11.0,11,32,1
11.0,11,33,1
11.0,11,34,1
11.0,11,35,1
11.0,11,37,3
11.0,11,39,5
11.0,11,5,10
11.0,11,6,5
11.0,11,7,3
11.0,11,9,5
11.0,1,22,6
11.0,1,24,6
11.0,1,25,3
11.0,1,26,9
11.0,1,27,3
11.0,1,28,4
11.0,1,33,13
11.0,1,34,3
11.0,1,36,14
11.0,2,10,1
11.0,2,11,10
11.0,2,12,5
11.0,2,14,8
11.0,2,15,3
11.0,2,16,50
11.0,2,17,4
11.0,2,18,6
11.0,2,19,11
11.0,2,20,24
11.0,2,21,16
11.0,2,23,28
11.0,2,24,12
11.0,2,25,7
11.0,2,26,36
11.0,2,27,26
11.0,2,28,10
11.0,2,29,18
11.0,2,3,6
11.0,2,30,3
11.0,2,31,31
11.0,2,32,16
11.0,2,33,25
11.0,2,34,8
11.0,2,35,13
11.0,2,36,8
11.0,2,37,4
11.0,2,38,8
11.0,2,39,26
11.0,2,4,13
11.0,2,40,1
11.0,2,5,22
11.0,2,6,9
11.0,2,7,26
11.0,2,8,3
11.0,2,9,39
11.0,3,14,1
11.0,3,16,8
11.0,3,20,1
11.0,3,26,3
11.0,3,27,1
11.0,3,28,2
11.0,3,29,1
11.0,3,31,1
11.0,3,33,2
11.0,3,5,3
11.0,4,10,21
11.0,4,11,19
11.0,4,12,5
11.0,4,14,28
11.0,4,15,7
11.0,4,16,58
11.0,4,17,2
11.0,4,18,12
11.0,4,19,13
11.0,4,20,11
11.0,4,21,11
11.0,4,22,16
11.0,4,23,1
11.0,4,24,12
11.0,4,25,4
11.0,4,26,36
11.0,4,27,19
11.0,4,28,33
11.0,4,29,24
11.0,4,3,6
11.0,4,30,25
11.0,4,31,39
11.0,4,32,26
11.0,4,33,17
11.0,4,34,12
11.0,4,35,27
11.0,4,36,39
11.0,4,37,30
11.0,4,38,16
11.0,4,39,26
11.0,4,4,17
11.0,4,5,27
11.0,4,6,22
11.0,4,7,53
11.0,4,8,22
11.0,4,9,48
11.0,5,10,3
11.0,5,11,9
11.0,5,14,1
11.0,5,15,8
11.0,5,16,20
11.0,5,17,22
11.0,5,18,4
11.0,5,19,4
11.0,5,20,6
11.0,5,21,9
11.0,5,23,13
11.0,5,24,1
11.0,5,25,10
11.0,5,26,7
11.0,5,27,22
11.0,5,28,41
11.0,5,29,1
11.0,5,3,23
11.0,5,30,10
11.0,5,31,45
11.0,5,33,40
11.0,5,35,2
11.0,5,36,10
11.0,5,37,9
11.0,5,38,1
11.0,5,39,1
11.0,5,5,28
11.0,5,6,1
11.0,5,7,24
11.0,5,8,13
11.0,5,9,26
11.0,6,10,3
11.0,6,11,8
11.0,6,12,8
11.0,6,14,9
11.0,6,15,11
11.0,6,16,48
11.0,6,17,6
11.0,6,18,12
11.0,6,19,1
11.0,6,20,17
11.0,6,22,14
11.0,6,23,27
11.0,6,24,6
11.0,6,25,1
11.0,6,26,35
11.0,6,27,44
11.0,6,28,37
11.0,6,29,6
11.0,6,3,5
11.0,6,31,40
11.0,6,32,21
11.0,6,33,27
11.0,6,34,15
11.0,6,35,45
11.0,6,36,2
11.0,6,37,12
11.0,6,38,7
11.0,6,39,11
11.0,6,4,7
11.0,6,5,36
11.0,6,6,2
11.0,6,7,53
11.0,6,8,10
11.0,6,9,28
11.0,7,16,2
11.0,7,17,1
11.0,7,20,3
11.0,7,23,3
11.0,7,26,5
11.0,7,27,1
11.0,7,31,2
11.0,7,33,4
11.0,7,35,6
11.0,7,37,1
11.0,7,39,9
11.0,7,7,1
11.0,7,9,3
11.0,8,10,8
11.0,8,11,12
11.0,8,12,13
11.0,8,14,10
11.0,8,15,16
11.0,8,16,99
11.0,8,17,10
11.0,8,18,11
11.0,8,19,6
11.0,8,20,19
11.0,8,21,21
11.0,8,22,8
11.0,8,23,11
11.0,8,24,11
11.0,8,25,4
11.0,8,26,46
11.0,8,27,27
11.0,8,28,4
11.0,8,29,14
11.0,8,3,10
11.0,8,30,12
11.0,8,31,60
11.0,8,32,20
11.0,8,33,14
11.0,8,34,17
11.0,8,35,12
11.0,8,36,31
11.0,8,37,3
11.0,8,38,44
11.0,8,39,7
11.0,8,4,9
11.0,8,5,71
11.0,8,6,24
11.0,8,7,11
11.0,8,8,2
11.0,8,9,75
11.0,9,10,3
11.0,9,11,2
11.0,9,12,7
11.0,9,14,10
11.0,9,15,3
11.0,9,16,32
11.0,9,17,2
11.0,9,18,5
11.0,9,19,7
11.0,9,20,6
11.0,9,21,13
11.0,9,23,11
11.0,9,24,11
11.0,9,25,2
11.0,9,26,25
11.0,9,27,37
11.0,9,28,13
11.0,9,29,1
11.0,9,3,10
11.0,9,30,6
11.0,9,31,51
11.0,9,32,9
11.0,9,33,17
11.0,9,34,12
11.0,9,35,16
11.0,9,36,15
11.0,9,37,3
11.0,9,38,6
11.0,9,39,25
11.0,9,4,7
11.0,9,5,36
11.0,9,6,1
11.0,9,7,47
11.0,9,8,4
11.0,9,9,25
11.5,0,11,3
11.5,0,12,11
11.5,0,13,7
11.5,0,14,25
11.5,0,15,5
11.5,0,16,28
11.5,0,18,4
11.5,0,19,8
11.5,0,20,10
11.5,0,21,17
11.5,0,22,6
11.5,0,23,24
11.5,0,24,83
11.5,0,25,15
11.5,0,26,41
11.5,0,27,26
11.5,0,28,28
11.5,0,29,6
11.5,0,3,6
11.5,0,30,2
11.5,0,31,27
11.5,0,32,28
11.5,0,33,39
11.5,0,34,4
11.5,0,35,6
11.5,0,36,11
11.5,0,37,9
11.5,0,38,1
11.5,0,39,8
11.5,0,4,2
11.5,0,5,39
11.5,0,6,16
11.5,0,7,29
11.5,0,8,2
11.5,0,9,19
11.5,11,10,1
11.5,11,12,4
11.5,11,14,6
11.5,11,16,18
11.5,11,17,1
11.5,11,18,5
11.5,11,19,7
11.5,1,12,3
11.5,11,20,2
11.5,11,26,5
11.5,11,27,1
11.5,11,28,4
11.5,11,3,3
11.5,11,30,4
11.5,11,31,3
11.5,11,33,3
11.5,11,34,4
11.5,11,35,18
11.5,11,37,1
11.5,11,39,1
11.5,11,5,7
11.5,11,7,5
11.5,11,9,11
11.5,1,21,4
11.5,1,22,9
11.5,1,31,7
11.5,1,35,7
11.5,1,36,7
11.5,1,7,2
11.5,2,10,11
11.5,2,11,11
11.5,2,12,15
11.5,2,13,30
11.5,2,14,13
11.5,2,15,18
11.5,2,16,38
11.5,2,17,7
11.5,2,18,3
11.5,2,19,5
11.5,2,2,3
11.5,2,20,3
11.5,2,21,24
11.5,2,23,30
11.5,2,25,6
11.5,2,26,30
11.5,2,27,22
11.5,2,28,12
11.5,2,29,17
11.5,2,3,4
11.5,2,30,6
11.5,2,31,37
11.5,2,32,8
11.5,2,33,21
11.5,2,34,12
11.5,2,35,8
11.5,2,36,14
11.5,2,37,15
11.5,2,38,32
11.5,2,39,12
11.5,2,4,4
11.5,2,5,39
11.5,2,6,16
11.5,2,7,33
11.5,2,8,3
11.5,2,9,24
11.5,3,13,1
11.5,3,14,2
11.5,3,16,1
11.5,3,17,2
11.5,3,20,2
11.5,3,23,3
11.5,3,24,1
11.5,3,26,1
11.5,3,27,1
11.5,3,28,1
11.5,3,31,1
11.5,3,32,1
11.5,3,33,1
11.5,3,35,1
11.5,3,36,1
11.5,3,39,1
11.5,3,7,3
11.5,3,9,3
11.5,4,1,4
11.5,4,10,32
11.5,4,11,4
11.5,4,12,21
11.5,4,13,42
11.5,4,14,8
11.5,4,16,37
11.5,4,17,3
11.5,4,18,23
11.5,4,19,8
11.5,4,2,6
11.5,4,20,13
11.5,4,21,10
11.5,4,22,15
11.5,4,23,37
11.5,4,24,17
11.5,4,25,2
11.5,4,26,47
11.5,4,27,29
11.5,4,28,42
11.5,4,29,10
11.5,4,3,5
11.5,4,30,7
11.5,4,31,49
11.5,4,32,14
11.5,4,33,27
11.5,4,34,2
11.5,4,35,14
11.5,4,36,15
11.5,4,37,15
11.5,4,38,26
11.5,4,39,10
11.5,4,4,17
11.5,4,5,42
11.5,4,6,4
11.5,4,7,61
11.5,4,9,32
11.5,5,10,11
11.5,5,11,8
11.5,5,13,7
11.5,5,14,1
11.5,5,15,21
11.5,5,16,34
11.5,5,18,10
11.5,5,19,15
11.5,5,20,4
11.5,5,21,4
11.5,5,22,3
11.5,5,23,21
11.5,5,24,5
11.5,5,26,20
11.5,5,27,9
11.5,5,28,18
11.5,5,29,19
11.5,5,3,14
11.5,5,31,18
11.5,5,32,8
11.5,5,33,5
11.5,5,34,7
11.5,5,35,33
11.5,5,36,3
11.5,5,37,7
11.5,5,38,13
11.5,5,39,2
11.5,5,4,3
11.5,5,5,28
11.5,5,6,11
11.5,5,7,15
11.5,5,8,14
11.5,5,9,14
11.5,6,11,7
11.5,6,12,2
11.5,6,13,13
11.5,6,14,22
11.5,6,15,5
11.5,6,16,81
11.5,6,17,27
11.5,6,18,11
11.5,6,19,1
11.5,6,20,10
11.5,6,21,17
11.5,6,22,18
11.5,6,23,14
11.5,6,24,9
11.5,6,25,5
11.5,6,26,16
11.5,6,27,36
11.5,6,28,18
11.5,6,29,6
11.5,6,3,1
11.5,6,30,4
11.5,6,31,52
11.5,6,32,13
11.5,6,33,42
11.5,6,34,13
11.5,6,35,26
11.5,6,36,16
11.5,6,37,32
11.5,6,38,13
11.5,6,39,6
11.5,6,4,11
11.5,6,40,3
11.5,6,5,20
11.5,6,6,9
11.5,6,7,38
11.5,6,9,46
11.5,7,10,1
11.5,7,16,8
11.5,7,19,1
11.5,7,26,1
11.5,7,27,5
11.5,7,28,3
11.5,7,29,4
11.5,7,3,7
11.5,7,31,3
11.5,7,33,4
11.5,7,35,1
11.5,7,4,4
11.5,7,5,10
11.5,7,7,2
11.5,7,9,17
11.5,8,0,4
11.5,8,10,5
11.5,8,11,4
11.5,8,12,12
11.5,8,13,8
11.5,8,14,11
11.5,8,15,54
11.5,8,16,34
11.5,8,17,12
11.5,8,18,16
11.5,8,19,49
11.5,8,20,14
11.5,8,21,45
11.5,8,22,66
11.5,8,23,43
11.5,8,24,6
11.5,8,25,48
11.5,8,26,43
11.5,8,27,55
11.5,8,28,37
11.5,8,29,11
11.5,8,3,7
11.5,8,30,28
11.5,8,31,48
11.5,8,32,11
11.5,8,33,33
11.5,8,34,5
11.5,8,35,18
11.5,8,36,8
11.5,8,37,11
11.5,8,38,3
11.5,8,39,8
11.5,8,4,18
11.5,8,5,24
11.5,8,6,17
11.5,8,7,36
11.5,8,8,15
11.5,8,9,31
11.5,9,10,8
11.5,9,11,2
11.5,9,12,2
11.5,9,13,21
11.5,9,14,5
11.5,9,16,42
11.5,9,17,24
11.5,9,18,4
11.5,9,19,6
11.5,9,20,5
11.5,9,21,5
11.5,9,22,10
11.5,9,23,32
11.5,9,24,16
11.5,9,25,8
11.5,9,26,40
11.5,9,27,26
11.5,9,28,16
11.5,9,29,9
11.5,9,3,10
11.5,9,30,6
11.5,9,31,36
11.5,9,32,15
11.5,9,33,33
11.5,9,34,17
11.5,9,35,6
11.5,9,36,14
11.5,9,37,19
11.5,9,38,11
11.5,9,39,12
11.5,9,4,3
11.5,9,5,8
11.5,9,6,7
11.5,9,7,27
11.5,9,8,6
11.5,9,9,25
12.0,0,10,17
12.0,0,11,10
12.0,0,12,25
12.0,0,13,44
12.0,0,14,26
12.0,0,15,3
12.0,0,16,46
12.0,0,17,45
12.0,0,18,3
12.0,0,19,6
12.0,0,20,12
12.0,0,21,7
12.0,0,23,67
12.0,0,24,8
12.0,0,25,6
12.0,0,26,24
12.0,0,27,15
12.0,0,28,31
12.0,0,29,6
12.0,0,3,3
12.0,0,30,18
12.0,0,31,45
12.0,0,32,1
12.0,0,33,7
12.0,0,34,15
12.0,0,35,3
12.0,0,36,7
12.0,0,37,17
12.0,0,38,3
12.0,0,39,3
12.0,0,4,4
12.0,0,5,39
12.0,0,6,2
12.0,0,7,40
12.0,0,9,58
12.0,1,11,6
12.0,11,10,2
12.0,11,13,4
12.0,11,14,1
12.0,11,15,6
12.0,11,16,4
12.0,11,18,5
12.0,11,19,1
12.0,11,21,1
12.0,11,26,19
12.0,11,27,2
12.0,11,28,2
12.0,11,29,5
12.0,11,31,9
12.0,11,32,2
12.0,11,33,1
12.0,11,34,1
12.0,11,35,5
12.0,11,36,4
12.0,1,14,7
12.0,11,5,5
12.0,1,16,6
12.0,11,6,6
12.0,11,7,9
12.0,11,9,5
12.0,1,21,6
12.0,1,34,7
12.0,1,39,7
12.0,1,6,9
12.0,2,10,12
12.0,2,11,4
12.0,2,12,5
12.0,2,13,45
12.0,2,14,4
12.0,2,15,13
12.0,2,16,47
12.0,2,17,7
12.0,2,18,6
12.0,2,19,2
12.0,2,20,11
12.0,2,21,4
12.0,2,22,3
12.0,2,23,26
12.0,2,24,7
12.0,2,25,7
12.0,2,26,27
12.0,2,27,26
12.0,2,28,18
12.0,2,29,22
12.0,2,30,1
12.0,2,31,30
12.0,2,32,22
12.0,2,33,21
12.0,2,34,1
12.0,2,35,4
12.0,2,36,4
12.0,2,37,1
12.0,2,38,12
12.0,2,39,7
12.0,2,4,2
12.0,2,5,14
12.0,2,6,6
12.0,2,7,23
12.0,2,8,11
12.0,2,9,20
12.0,3,13,2
12.0,3,16,2
12.0,3,17,1
12.0,3,19,4
12.0,3,26,2
12.0,3,27,2
12.0,3,31,4
12.0,3,33,3
12.0,3,36,1
12.0,3,5,1
12.0,3,7,2
12.0,3,9,4
12.0,4,11,2
12.0,4,12,4
12.0,4,13,98
12.0,4,14,17
12.0,4,15,26
12.0,4,16,50
12.0,4,17,5
12.0,4,18,23
12.0,4,19,6
12.0,4,20,29
12.0,4,21,7
12.0,4,22,10
12.0,4,23,22
12.0,4,24,12
12.0,4,25,5
12.0,4,26,23
12.0,4,27,51
12.0,4,28,29
12.0,4,29,19
12.0,4,3,23
12.0,4,30,4
12.0,4,31,25
12.0,4,32,25
12.0,4,33,37
12.0,4,34,14
12.0,4,35,26
12.0,4,36,24
12.0,4,37,6
12.0,4,38,20
12.0,4,39,1
12.0,4,5,36
12.0,4,7,43
12.0,4,8,18
12.0,4,9,49
12.0,5,10,7
12.0,5,11,11
12.0,5,13,41
12.0,5,15,2
12.0,5,16,2
12.0,5,17,4
12.0,5,19,17
12.0,5,20,13
12.0,5,21,12
12.0,5,22,4
12.0,5,23,18
12.0,5,24,4
12.0,5,25,5
12.0,5,26,17
12.0,5,27,28
12.0,5,28,23
12.0,5,29,8
12.0,5,3,9
12.0,5,30,7
12.0,5,31,36
12.0,5,32,4
12.0,5,33,17
12.0,5,34,18
12.0,5,35,8
12.0,5,36,3
12.0,5,38,12
12.0,5,39,6
12.0,5,4,11
12.0,5,5,10
12.0,5,6,29
12.0,5,7,34
12.0,5,8,4
12.0,5,9,18
12.0,6,10,5
12.0,6,11,8
12.0,6,12,9
12.0,6,13,50
12.0,6,14,17
12.0,6,15,4
12.0,6,16,19
12.0,6,17,8
12.0,6,19,8
12.0,6,20,8
12.0,6,21,5
12.0,6,22,6
12.0,6,23,13
12.0,6,24,14
12.0,6,25,6
12.0,6,26,34
12.0,6,27,14
12.0,6,28,23
12.0,6,29,20
12.0,6,3,15
12.0,6,30,4
12.0,6,31,31
12.0,6,32,21
12.0,6,33,41
12.0,6,34,11
12.0,6,35,45
12.0,6,36,7
12.0,6,37,5
12.0,6,38,5
12.0,6,39,4
12.0,6,5,29
12.0,6,6,16
12.0,6,7,20
12.0,6,8,4
12.0,6,9,52
12.0,7,10,3
12.0,7,19,1
12.0,7,21,8
12.0,7,22,7
12.0,7,26,1
12.0,7,27,4
12.0,7,28,5
12.0,7,31,2
12.0,7,33,1
12.0,7,38,4
12.0,7,5,10
12.0,7,7,5
12.0,7,9,8
12.0,8,10,4
12.0,8,11,11
12.0,8,12,7
12.0,8,13,67
12.0,8,14,13
12.0,8,15,15
12.0,8,16,40
12.0,8,17,5
12.0,8,18,13
12.0,8,19,3
12.0,8,2,6
12.0,8,20,7
12.0,8,21,14
12.0,8,22,10
12.0,8,23,18
12.0,8,24,51
12.0,8,25,5
12.0,8,26,26
12.0,8,27,44
12.0,8,28,21
12.0,8,29,6
12.0,8,3,4
12.0,8,30,4
12.0,8,31,45
12.0,8,32,7
12.0,8,33,59
12.0,8,34,4
12.0,8,35,16
12.0,8,36,13
12.0,8,37,29
12.0,8,38,7
12.0,8,39,7
12.0,8,4,12
12.0,8,5,29
12.0,8,7,32
12.0,8,8,9
12.0,8,9,34
12.0,9,10,20
12.0,9,11,5
12.0,9,12,4
12.0,9,13,39
12.0,9,14,13
12.0,9,15,5
12.0,9,16,30
12.0,9,17,10
12.0,9,19,8
12.0,9,2,4
12.0,9,20,13
12.0,9,21,11
12.0,9,23,7
12.0,9,24,13
12.0,9,26,22
12.0,9,27,41
12.0,9,28,27
12.0,9,29,10
12.0,9,3,10
12.0,9,30,2
12.0,9,31,36
12.0,9,32,8
12.0,9,33,20
12.0,9,34,11
12.0,9,35,4
12.0,9,36,7
12.0,9,37,8
12.0,9,39,6
12.0,9,4,6
12.0,9,5,39
12.0,9,6,11
12.0,9,7,39
12.0,9,8,5
12.0,9,9,34
12.5,0,10,10
12.5,0,12,7
12.5,0,13,41
12.5,0,14,17
12.5,0,16,48
12.5,0,17,14
12.5,0,18,1
12.5,0,19,15
12.5,0,20,6
12.5,0,21,7
12.5,0,22,4
12.5,0,23,22
12.5,0,24,6
12.5,0,26,43
12.5,0,27,39
12.5,0,28,34
12.5,0,29,24
12.5,0,3,3
12.5,0,30,3
12.5,0,31,62
12.5,0,32,15
12.5,0,33,22
12.5,0,34,20
12.5,0,35,6
12.5,0,36,7
12.5,0,37,8
12.5,0,38,14
12.5,0,39,18
12.5,0,4,11
12.5,0,5,38
12.5,0,6,8
12.5,0,7,93
12.5,0,8,7
12.5,0,9,38
12.5,11,10,1
12.5,11,13,6
12.5,11,14,3
12.5,11,16,3
12.5,11,17,6
12.5,11,19,1
12.5,11,23,1
12.5,11,26,2
12.5,11,27,6
12.5,11,28,12
12.5,11,29,2
12.5,1,13,6
12.5,11,33,10
12.5,11,35,1
12.5,11,36,8
12.5,11,37,1
12.5,11,38,4
12.5,11,5,7
12.5,1,16,8
12.5,11,6,1
12.5,1,17,3
12.5,11,7,12
12.5,1,18,3
12.5,11,9,9
12.5,1,24,3
12.5,1,27,10
12.5,1,37,4
12.5,1,6,7
12.5,1,7,3
12.5,1,9,9
12.5,2,1,5
12.5,2,10,1
12.5,2,11,4
12.5,2,12,5
12.5,2,13,29
12.5,2,14,6
12.5,2,15,2
12.5,2,16,24
12.5,2,17,9
12.5,2,18,5
12.5,2,19,8
12.5,2,2,9
12.5,2,20,10
12.5,2,21,11
12.5,2,22,6
12.5,2,23,1
12.5,2,24,3
12.5,2,25,2
12.5,2,26,28
12.5,2,27,28
12.5,2,28,24
12.5,2,29,3
12.5,2,30,4
12.5,2,31,39
12.5,2,32,22
12.5,2,33,29
12.5,2,34,22
12.5,2,35,5
12.5,2,36,14
12.5,2,37,14
12.5,2,38,7
12.5,2,39,12
12.5,2,4,2
12.5,2,5,46
12.5,2,6,10
12.5,2,7,25
12.5,2,8,5
12.5,2,9,46
12.5,3,10,1
12.5,3,16,4
12.5,3,26,2
12.5,3,27,3
12.5,3,28,2
12.5,3,31,4
12.5,3,33,3
12.5,3,34,1
12.5,3,5,4
12.5,3,7,1
12.5,3,9,3
12.5,4,10,12
12.5,4,11,5
12.5,4,12,11
12.5,4,13,76
12.5,4,14,13
12.5,4,15,4
12.5,4,16,43
12.5,4,17,8
12.5,4,18,4
12.5,4,19,9
12.5,4,20,22
12.5,4,21,9
12.5,4,22,5
12.5,4,23,11
12.5,4,24,16
12.5,4,25,6
12.5,4,26,50
12.5,4,27,32
12.5,4,28,25
12.5,4,29,3
12.5,4,3,9
12.5,4,30,6
12.5,4,31,40
12.5,4,32,6
12.5,4,33,26
12.5,4,34,19
12.5,4,35,15
12.5,4,36,8
12.5,4,37,28
12.5,4,39,9
12.5,4,4,22
12.5,4,5,17
12.5,4,6,2
12.5,4,7,55
12.5,4,8,7
12.5,4,9,92
12.5,5,10,3
12.5,5,11,8
12.5,5,12,11
12.5,5,13,38
12.5,5,14,15
12.5,5,15,12
12.5,5,16,47
12.5,5,17,10
12.5,5,18,4
12.5,5,19,1
12.5,5,21,7
12.5,5,22,1
12.5,5,23,17
12.5,5,24,4
12.5,5,25,7
12.5,5,26,15
12.5,5,27,19
12.5,5,28,9
12.5,5,3,8
12.5,5,30,8
12.5,5,31,44
12.5,5,32,4
12.5,5,33,33
12.5,5,34,4
12.5,5,35,11
12.5,5,37,14
12.5,5,38,13
12.5,5,39,10
12.5,5,4,22
12.5,5,5,21
12.5,5,6,12
12.5,5,7,25
12.5,5,8,10
12.5,5,9,35
12.5,6,10,6
12.5,6,11,16
12.5,6,12,11
12.5,6,13,58
12.5,6,14,10
12.5,6,15,7
12.5,6,16,76
12.5,6,17,2
12.5,6,18,9
12.5,6,19,17
12.5,6,20,4
12.5,6,21,11
12.5,6,22,9
12.5,6,23,43
12.5,6,24,9
12.5,6,25,4
12.5,6,26,55
12.5,6,27,26
12.5,6,28,21
12.5,6,29,9
12.5,6,3,11
12.5,6,30,6
12.5,6,31,61
12.5,6,32,13
12.5,6,33,19
12.5,6,34,17
12.5,6,35,25
12.5,6,36,13
12.5,6,37,25
12.5,6,38,14
12.5,6,39,10
12.5,6,5,22
12.5,6,6,3
12.5,6,7,32
12.5,6,8,7
12.5,6,9,26
12.5,7,12,3
12.5,7,13,5
12.5,7,16,11
12.5,7,17,5
12.5,7,18,4
12.5,7,20,1
12.5,7,27,9
12.5,7,28,8
12.5,7,3,4
12.5,7,30,4
12.5,7,31,3
12.5,7,33,1
12.5,7,36,1
12.5,7,5,3
12.5,7,7,5
12.5,7,9,3
12.5,8,10,12
12.5,8,11,7
12.5,8,12,39
12.5,8,13,106
12.5,8,14,13
12.5,8,15,14
12.5,8,16,8
12.5,8,17,20
12.5,8,19,7
12.5,8,20,7
12.5,8,21,2
12.5,8,22,10
12.5,8,23,12
12.5,8,24,4
12.5,8,25,2
12.5,8,26,53
12.5,8,27,11
12.5,8,28,25
12.5,8,29,12
12.5,8,3,58
12.5,8,30,11
12.5,8,31,46
12.5,8,32,16
12.5,8,33,52
12.5,8,34,1
12.5,8,35,4
12.5,8,36,16
12.5,8,37,15
12.5,8,38,41
12.5,8,39,12
12.5,8,4,2
12.5,8,40,3
12.5,8,5,28
12.5,8,6,5
12.5,8,7,33
12.5,8,8,2
12.5,8,9,136
12.5,9,10,11
12.5,9,12,7
12.5,9,13,36
12.5,9,14,4
12.5,9,16,20
12.5,9,17,4
12.5,9,18,4
12.5,9,20,15
12.5,9,21,2
12.5,9,22,4
12.5,9,23,7
12.5,9,24,10
12.5,9,25,3
12.5,9,26,39
12.5,9,27,24
12.5,9,28,18
12.5,9,29,7
12.5,9,3,2
12.5,9,30,2
12.5,9,31,31
12.5,9,32,6
12.5,9,33,17
12.5,9,34,7
12.5,9,35,9
12.5,9,36,7
12.5,9,37,13
12.5,9,38,4
12.5,9,39,13
12.5,9,4,4
